Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
52735921,"Kingdom of the Wicked (Kingdom of the Wicked, #1)",Kerri Maniscalco,"Maniscalco, Kerri",,"=""0316428469""","=""9780316428460""",3,3.87,Jimmy Patterson Books,Hardcover,372,2020,2020,2023/10/27,2023/09/11,waiting-on-my-shelf,waiting-on-my-shelf (#5),read,"Going into this story, I was really excited about the enemies-to-lovers and villain-turned-good-for-love tropes at play when you're writing about the literal Princes of Hell. And you definitely get those juicy moments, but I found myself constantly frustrated at the main character, who honestly as I'm writing this I can't remember her name. There's nothing inherently wrong with her, and the story works as is. I just couldn't help but feel a strong desire to rewrite her personality to be a lot kinder and meeker in stark contrast to her new companion. I'd find their dynamic more compelling, his softened heart more natural, and those moments when she does do bad things more shocking. Again, it works as is that she takes on her sister's traits in order to find her killer; I ended up not liking it as much as the alternative. I might read the subsequent books since it ended on a strong note, but I'm on the fence.",,,1,0
29044,The Secret History,Donna Tartt,"Tartt, Donna",,"=""1400031702""","=""9781400031702""",3,4.16,Vintage,Paperback,559,1992,1992,2023/09/26,2023/08/07,reader-suggested,reader-suggested (#5),read,"No one is ever at their house. There's a lot of merits to this book: a dark academia setting, a lot of toying mysteries, and an enticing use of language. However, I find myself incredibly disappointed at the complete normalcy of the plot once you get down to it. Without giving spoilers, the supernatural and I mean in the scariest of terms, does not come back into the story. Its consequences create more consequences but not at the cosmic scale I was expecting and hoping. The other toying mysteries are great but like a double edged sword, are only used to make me read more than to give me any answer, satisfying or unsatisfying. And by God this book is loooooong. I appreciate the patience the author has to write so much detail, but it doesn't bring me any tension or worry for most of the second half. When interesting things do happen in this ladder half, it's again enticing for me to keep reading but is either passed off casually or never addressed again in a meaningful way. Go watch Heathers.",,,1,0
13623848,The Song of Achilles,Madeline Miller,"Miller, Madeline",,"=""""","=""""",4,4.31,Ecco,Paperback,408,2012,2011,2023/09/19,2023/08/07,,,read,"I'm amazed at how intentional this book is with its wording, dialogue, and characters. I'm always in Ancient Greece and always on my toes. The romance is believable and heartbreaking, and I honestly became desperate myself toward the end as things turned sour. Its smart for Miller to write the first half as Achilles and Patroclus's budding romance and childhood and then exactly at the midpoint bring them into the Trojan War. However, I must admit that the pacing after chapter three can feel slow as we're building the setting and romance and sometimes the pacing of the war can do the same because it's stretched out over a 10 year timeframe. Miller always finds a way to bring tension back into play, and the long descriptives between Achilles and Patroclus make my heart flutter instead of drag. I don't think this book is categorized as Young Adult, but if it is, would not recommend for younger audiences. Themes around rape, the treatment of women, and explicit sex scenes in general put The Song of Achilles into the New Adult genre, bare minimum.",,,1,0
139381,All You Need to Be Impossibly French,Helena Frith Powell,"Powell, Helena Frith",,"=""0452287782""","=""9780452287785""",0,3.60,Plume,Paperback,222,2006,2005,,2023/09/11,"to-read, waiting-on-my-shelf","to-read (#15), waiting-on-my-shelf (#12)",to-read,,,,0,0
36402034,Do Androids Dream of Electric Sheep?,Philip K. Dick,"Dick, Philip K.",,"=""""","=""""",0,4.09,Ballantine Books,ebook,258,2008,1968,,2023/09/11,"to-read, waiting-on-my-shelf","to-read (#14), waiting-on-my-shelf (#11)",to-read,,,,0,0
15823480,Anna Karenina,Leo Tolstoy,"Tolstoy, Leo","Dieter Wellershoff, Léon Tolstoï, Lev Tolstoj, Bruno Goetz, Louise Maude, Aylmer Maude","=""0345803922""","=""9780345803924""",0,4.10,Vintage,Paperback,964,2012,1878,,2023/09/11,"to-read, waiting-on-my-shelf","to-read (#13), waiting-on-my-shelf (#10)",to-read,,,,0,0
1934,"Little Women (Little Women, #1)",Louisa May Alcott,"Alcott, Louisa May","Marta Fihel, Grzegorz Komerski, Regina Barreca","=""""","=""""",0,4.16,Signet Classics,Mass Market Paperback,449,2004,1868,,2023/09/11,"to-read, waiting-on-my-shelf","to-read (#12), waiting-on-my-shelf (#9)",to-read,,,,0,0
31173,Villette,Charlotte Brontë,"Brontë, Charlotte","A.S. Byatt, Ignes Sodre","=""""","=""""",0,3.78,Modern Library,Paperback,573,2001,1853,,2023/09/11,"to-read, waiting-on-my-shelf","to-read (#11), waiting-on-my-shelf (#8)",to-read,,,,0,0
64629987,Ending In Cadence,Catherine Downen,"Downen, Catherine",,"=""1087924081""","=""9781087924083""",0,4.26,Catherine Downen,Hardcover,400,2022,,,2023/09/11,"to-read, waiting-on-my-shelf","to-read (#10), waiting-on-my-shelf (#7)",to-read,,,,0,0
56978089,"A Magic Steeped in Poison (The Book of Tea, #1)",Judy I. Lin,"Lin, Judy I.",,"=""1250767083""","=""9781250767080""",0,3.82,Feiwel and Friends,Hardcover,374,2022,2022,,2023/09/11,"to-read, waiting-on-my-shelf","to-read (#9), waiting-on-my-shelf (#6)",to-read,,,,0,0
56354,Who Cooked the Last Supper: The Women's History of the World,Rosalind Miles,"Miles, Rosalind",,"=""0609806955""","=""9780609806951""",0,3.80,Crown,Paperback,352,2001,1989,,2023/09/11,"to-read, waiting-on-my-shelf","to-read (#8), waiting-on-my-shelf (#4)",to-read,,,,0,0
61295674,Ivy Letters,Jesse Maas,"Maas, Jesse",K.M. Bishop,"=""1733448772""","=""9781733448772""",0,4.50,Shellville Press,Kindle Edition,307,2022,,,2023/09/10,"to-read, waiting-on-my-shelf","to-read (#5), waiting-on-my-shelf (#3)",to-read,,,,0,0
61834862,The Throwaway Queen (Ushallav's Queen series Book 1),Whitney McGruder,"McGruder, Whitney",,"=""1735506435""","=""9781735506432""",0,4.16,,Kindle Edition,308,2022,,,2023/09/11,"to-read, waiting-on-my-shelf","to-read (#6), waiting-on-my-shelf (#2)",to-read,,,,0,0
59691845,Don't Read the Last Page,Catherine Downen,"Downen, Catherine",,"=""""","=""""",0,3.48,,Kindle Edition,425,2022,,,2023/09/11,"to-read, waiting-on-my-shelf","to-read (#7), waiting-on-my-shelf (#1)",to-read,,,,0,0
39280444,Speak,Laurie Halse Anderson,"Anderson, Laurie Halse",,"=""0374311250""","=""9780374311254""",5,4.05,"Farrar, Straus and Giroux (BYR)",Hardcover,224,2019,1999,2023/09/10,2023/09/05,classics,classics (#5),read,"A story made with clear and intentional care from the author. Melinda's voice is distinctly teenage, managing to be authentic without being cringey. To even say ""Melinda's voice"" is ironic because Anderson does a fantastic job getting into her headspace without her speaking outloud throughout most of the novel. I love the story keeping the pace of an entire school year following the incident, and I like how 'the incident' isn't explicitly said until we're nearing the end of the book. We know from context or just reading the synopsis, but Melinda isn't able to properly acknowledge her rape until she's at a point where she can process and tell others. I also love symbolism, so the tree assignment really piqued my intrigue, and I enjoyed the worldbuilding surrounding her school with all the clans, teachers, and classes. Well written and well deserved of its recognition.",,,1,0
32075671,"The Hate U Give (The Hate U Give, #1)",Angie Thomas,"Thomas, Angie",,"=""0062498533""","=""9780062498533""",4,4.46,Clarion Books,Hardcover,454,2017,2017,2023/09/02,2023/08/07,,,read,"Absolutely gripping, unflinching, and realistic. There were many ways this book could go and I commend the author for the choices she made in terms of character and consequence. Loved how the ending reflects our current world and not a fantasy version while still being hopeful. I also enjoyed moments of good humor, haunting parallels of the past, and how our main group of teens developed from start to finish. I will admit that the contemporary writing style is sometimes awkward or cringy for me to read and there were points in the book where something was reminded too frequently like it didn't trust us to remember. The biggest example is how many times Starr reminds me that some stores have ""Black Owned"" spraypainted on them. I got it the 1st time, didn't need it the 5th time within the same chapter. Those are minor details and can be chopped up to personal preference. Overall, the writing style is successful in its distinct Starr voice and truly who am I to hinder her greatest weapon?",,,1,0
185441690,Stagnant Water,Gaeli Love Weiss,"Weiss, Gaeli Love",,"=""""","=""""",0,4.48,Independently published,Kindle Edition,220,2023,,,2023/09/05,to-read,to-read (#4),to-read,,,,0,0
40969531,"A Winter's Promise (The Mirror Visitor, #1)",Christelle Dabos,"Dabos, Christelle",Hildegarde Serle,"=""1787701425""","=""9781787701427""",0,4.02,Europa Editions,Kindle Edition,446,2018,2013,,2023/09/02,"to-read, reader-suggested","to-read (#1), reader-suggested (#4)",to-read,,,,0,0
54659771,"Neon Gods (Dark Olympus, #1)",Katee Robert,"Robert, Katee",,"=""1728231736""","=""9781728231730""",0,3.69,Sourcebooks Casablanca,Paperback,380,2021,2021,,2023/09/02,"to-read, reader-suggested","to-read (#2), reader-suggested (#3)",to-read,,,,0,0
48829708,"To Sleep in a Sea of Stars (Fractalverse, #1)",Christopher Paolini,"Paolini, Christopher",,"=""1250762847""","=""9781250762849""",0,3.80,Tor Books,Hardcover,880,2020,2020,,2023/09/02,"to-read, reader-suggested","to-read (#3), reader-suggested (#2)",to-read,,,,0,0
2657,To Kill a Mockingbird,Harper Lee,"Lee, Harper",,"=""0060935464""","=""9780060935467""",5,4.26,Harper Perennial Modern Classics ,Paperback,323,2006,1960,2023/08/27,2023/08/07,classics,classics (#4),read,"I love how the theme regarding love and hate is threaded throughout this story in its community, political landscape, and its people. I separate community from people because Lee really highlights how individuals are complex and can reflect or oppose the general consensus. At first, I was hesitant with the ""slice of life"" beginning of this book but I quickly became invested. As the plot started rolling, its impact is much more hitting than if it started in the first 3 chapters as books tend to do these days. I can understand why high schools wouldn't want to read it in class just because I can see kids memeing on the frequent n-word but it shouldn't be banned. What really resonated with me about this book is the integrity of Atticus, the mystery of Boo Radley, and the kindness of Scout in unexpected situations.",,,1,0
8130077,The Screwtape Letters,C.S. Lewis,"Lewis, C.S.",,"=""""","=""""",0,4.27,HarperCollins e-books,Kindle Edition,222,2009,1942,2023/08/16,2023/08/07,classics,classics (#3),read,,,,1,0
60406379,I'm Glad My Mom Died,Jennette McCurdy,"McCurdy, Jennette",,"=""1797147943""","=""9781797147949""",5,4.45,Simon & Schuster Audio,Audiobook,7,2022,2022,2023/08/09,2023/08/07,,,read,I would leave a review but then that would mean I have too much time on my hands. <3,,,1,0
32620332,The Seven Husbands of Evelyn Hugo,Taylor Jenkins Reid,"Reid, Taylor Jenkins",,"=""1501139231""","=""9781501139239""",5,4.40,Atria Books,Hardcover,389,2017,2017,2023/08/07,2023/08/06,couldnot-put-down,couldnot-put-down (#4),read,"Utterly invested. Reid does so well creating a realistic atmosphere surrounding the hollywood scene, scathing gossip articles, and the triumphs and tribulations of a woman consumed by her persona. There is so much care in Evelyn's story, personality, and perspective. She is written like a true person, and much like Monique (the one who is interviewing her), we find ourselves actively rooting for Evelyn even when she outright refuses that sort of praise. At first, I thought I wouldn't like the storytelling: how Monique's insecure thoughts have a lot to do with the progression of the first several chapters but I adored Evelyn's manner of speech and I enjoyed how that confidence started to influence Monique's point of view too. Evelyn delivers a good amount of hard-hitting quotes that'll stick in my mind, and I'm here for the secret romance she harbors throughout her 7 husbands.",,,1,0
50892212,"These Violent Delights (These Violent Delights, #1)",Chloe Gong,"Gong, Chloe",,"=""1534457690""","=""9781534457690""",4.5,3.81,Margaret K. McElderry Books,Hardcover,449,2020,2020,2023/07/31,2023/07/30,couldnot-put-down,couldnot-put-down (#1),read,"4.5 ⭐<br/><br/>Truly, I tell you, my only critique of this twisted tale is in its want for two books. If the story didn't end in the way that it did like a season 1 finale opening the door wide for season 2, there would be better closure writing several more chapters to end this feud or their lives or their familial ties or however else Gong decides is the right ending. I do like, however, how Juliette repays Roma for how he saved her without her understanding and that essentially flips their relationship dynamic on its head for Book 2 to thrive in new and interesting ways alongside the loose story threads introduced but not closed in Book 1.<br/><br/>I thoroughly enjoyed this dive into 1920's Shanghai and the commentary on race, colonialism, and gender within Juliette's thoughts. The characters are uniquely their own and enjoyable to follow. My favorite character outside of the main duo was Kathleen, and her segments trying to find information were just as riveting as following the gang heirs. There's body horror here, which I was not expecting, but is by far my favorite horror subgenre, and even though a lot of people die from the same infliction, Gong reminds me every time why I want to run away. The enemies to lovers romance is believable and a great slowburn. I'm seriously at a loss as to how they are going to recover in Book 2, but considering how well Gong steers her story here, I'm confident it will be in all the ways I least expect.",,,1,0
55298280,Sisters,JOHNSON DAISY,"DAISY, JOHNSON",,"=""1529111056""","=""9781529111057""",3,3.47,RANDOM HOUSE UK,Paperback,186,2021,2020,2023/07/29,2023/07/28,couldnot-put-down,couldnot-put-down (#3),read,"This book is okay. The writing reflects a drifting mind in its loose sentence structure and becomes easier to read as the perspective gains clarity too. I liked this loose sentence structure the more I read, but it was very difficult to get used to at the beginning. Johnson takes on a prose that reminds me of something I might read for the AP Lit exam, and overall, I became frustrated when scenes became too poetic for me to remain immersed.<br/><br/>The twist and subsequent despondent ending makes sense, and I clearly was intrigued enough to find out since I read this book in one day. Even so, I found myself disappointed. Maybe it was because some of the themes surrounding their father could never be fully formed. Maybe it was because it wasn't a twist that needed to surprise you. I can't completely pinpoint the 'why', and maybe that's what the author intended all along.",,,1,0
187953473,"Unravel (UN, #2)",Kailey Bright,"Bright, Kailey",,"=""""","=""9798988230601""",0,4.42,Kailey Bright,Paperback,272,2023,,,2023/07/21,written-by-me,written-by-me (#2),read,,,,0,0
59925573,"Unfortunate (UN, #1)",Kailey Bright,"Bright, Kailey",,"=""1637307047""","=""9781637307045""",0,4.57,New Degree Press,Paperback,368,2021,,,2023/07/21,written-by-me,written-by-me (#1),read,,,,0,0
6514,The Bell Jar,Sylvia Plath,"Plath, Sylvia",,"=""0571268862""","=""9780571268863""",5,4.06,Harper Perennial Modern Classics,Paperback,294,2006,1963,2023/07/12,2023/07/10,classics,classics (#2),read,"A story that sucks you in immediately. I absolutely love the way Sylvia Plath uses her words--full of similes and metaphors that weave the narrative in your mind. Highly recommend for fellow gals who have struggled with depression, love poetry, have a fear of pregnancy/marriage, and readers who want a shorter work.",,,1,0
1885,Pride and Prejudice,Jane Austen,"Austen, Jane",Anna Quindlen,"=""1441341706""","=""9781441341709""",5,4.29,Modern Library,Paperback,279,2023,1813,2023/07/10,2023/07/10,classics,classics (#1),read,"What can I say that hasn't already been said about this masterpiece? For a classic, a lot of the situations are humorous, scathing, and awkward. There's literally a scene where Ms. Bingley pretends to read the second volume of a book Mr. Darcy is reading in the hopes of him talking to her. Highly recommend if you like slowburn romances (duh) and listening to the audiobook makes understanding the book *a lot* easier.",,,1,0
